日期,品种,合约,合约月份,席位,多头持仓,空头持仓,净持仓,净持仓方向,多头增减仓,空头增减仓
20260317,菜粕,RM2701,01,摩根大通期货,0,0,0,持平,0,0
20260317,菜粕,RM2701,01,瑞银期货,0,0,0,持平,0,0
20260318,菜粕,RM2609,09,中粮期货,8957,44597,-35640,净空,-2140,-1173
20260318,菜粕,RM2609,09,乾坤期货,0,0,0,持平,0,0
20260318,菜粕,RM2609,09,摩根大通期货,0,5663,-5663,净空,0,0
20260318,菜粕,RM2609,09,瑞银期货,0,0,0,持平,0,0
20260318,菜粕,RM2701,01,中粮期货,0,1506,-1506,净空,0,39
20260318,菜粕,RM2701,01,乾坤期货,0,0,0,持平,0,0
20260318,菜粕,RM2701,01,摩根大通期货,0,0,0,持平,0,0
20260318,菜粕,RM2701,01,瑞银期货,0,0,0,持平,0,0
20260319,菜粕,RM2609,09,中粮期货,8745,43687,-34942,净空,-212,-910
20260319,菜粕,RM2609,09,乾坤期货,0,0,0,持平,0,0
20260319,菜粕,RM2609,09,摩根大通期货,0,5663,-5663,净空,0,0
20260319,菜粕,RM2609,09,瑞银期货,0,0,0,持平,0,0
20260319,菜粕,RM2701,01,中粮期货,0,1504,-1504,净空,0,-2
20260319,菜粕,RM2701,01,乾坤期货,0,0,0,持平,0,0
20260319,菜粕,RM2701,01,摩根大通期货,0,0,0,持平,0,0
20260319,菜粕,RM2701,01,瑞银期货,0,0,0,持平,0,0
20260320,菜粕,RM2609,09,中粮期货,9083,43220,-34137,净空,338,-467
20260320,菜粕,RM2609,09,乾坤期货,0,0,0,持平,0,0
20260320,菜粕,RM2609,09,摩根大通期货,0,5663,-5663,净空,0,0
20260320,菜粕,RM2609,09,瑞银期货,0,0,0,持平,0,0
20260320,菜粕,RM2701,01,中粮期货,0,1516,-1516,净空,0,12
20260320,菜粕,RM2701,01,乾坤期货,0,0,0,持平,0,0
20260320,菜粕,RM2701,01,摩根大通期货,0,0,0,持平,0,0
20260320,菜粕,RM2701,01,瑞银期货,0,0,0,持平,0,0
20260323,菜粕,RM2609,09,中粮期货,9243,47464,-38221,净空,160,4244
20260323,菜粕,RM2609,09,乾坤期货,0,0,0,持平,0,0
20260323,菜粕,RM2609,09,摩根大通期货,0,5663,-5663,净空,0,0
20260323,菜粕,RM2609,09,瑞银期货,0,0,0,持平,0,0
20260323,菜粕,RM2701,01,中粮期货,0,1528,-1528,净空,0,12
20260323,菜粕,RM2701,01,乾坤期货,0,0,0,持平,0,0
20260323,菜粕,RM2701,01,摩根大通期货,0,0,0,持平,0,0
20260323,菜粕,RM2701,01,瑞银期货,0,0,0,持平,0,0
20260324,菜粕,RM2609,09,中粮期货,10542,53038,-42496,净空,1299,5574
20260324,菜粕,RM2609,09,乾坤期货,0,0,0,持平,0,0
20260324,菜粕,RM2609,09,摩根大通期货,0,5663,-5663,净空,0,0
20260324,菜粕,RM2609,09,瑞银期货,0,0,0,持平,0,0
20260324,菜粕,RM2701,01,中粮期货,0,2661,-2661,净空,0,1133
20260324,菜粕,RM2701,01,乾坤期货,0,0,0,持平,0,0
20260324,菜粕,RM2701,01,摩根大通期货,0,0,0,持平,0,0
20260324,菜粕,RM2701,01,瑞银期货,0,0,0,持平,0,0
20260325,菜粕,RM2609,09,中粮期货,11864,56852,-44988,净空,1322,3814
20260325,菜粕,RM2609,09,乾坤期货,0,0,0,持平,0,0
20260325,菜粕,RM2609,09,摩根大通期货,0,5986,-5986,净空,0,323
20260325,菜粕,RM2609,09,瑞银期货,0,0,0,持平,0,0
20260325,菜粕,RM2701,01,中粮期货,0,3365,-3365,净空,0,704
20260325,菜粕,RM2701,01,乾坤期货,0,0,0,持平,0,0
20260325,菜粕,RM2701,01,摩根大通期货,0,0,0,持平,0,0
20260325,菜粕,RM2701,01,瑞银期货,0,0,0,持平,0,0
20260326,菜粕,RM2609,09,中粮期货,12000,52355,-40355,净空,136,-4497
20260326,菜粕,RM2609,09,乾坤期货,0,0,0,持平,0,0
20260326,菜粕,RM2609,09,摩根大通期货,0,6805,-6805,净空,0,819
20260326,菜粕,RM2609,09,瑞银期货,0,0,0,持平,0,0
20260326,菜粕,RM2701,01,中粮期货,0,4363,-4363,净空,0,998
20260326,菜粕,RM2701,01,乾坤期货,0,0,0,持平,0,0
